"symbol","name","stockPrice","peRatio","marketCapitalization","divYield","revenueGrowth3yr","incomeGrowth3yr"
"FCD.UN","Firm Capital Property Trust Trust Units",6.13,17.14,226356380,8.482218597063621,5.95,
"ECO","EcoSynthetix Inc.",3.8,,224438701,,3,
"GENM","Generation Mining Limited",0.82,,221097944,,,
"QIPT","Quipt Home Medical Corp.",4.93,,218546762,,33.62,
"SHLE","Source Energy Services Ltd.",16.65,9.7,217786246,,19.79,
"GCU","Gunnison Copper Corp",0.6,,216876524,,0.66,
"HFPC.U","Helios Fairfax Partners Corporation Subordinate Voting Shares",2,,216583152,,,
"PSD","Pulse Seismic Inc.",4.25,9.06,215538142,1.6470588235294117,74.77,
"LCFS","Tidewater Renewables Ltd.",5.9,,214842600,,68.2,
"ACX","ACT Energy Technologies Ltd.",6.4,9.19,214149434,,34.94,
"WNDR","WonderFi Technologies Inc.",0.32,,212667976,,106.79,
"SPAC.V","Mercer Park Opportunities Corp.",10,,212500000,,,
"STC","Sangoma Technologies Corporation",6.3,,209266980,,-11.62,
"XAU","GoldMoney Inc.",16.21,,201432949,,-3.74,
"FURY","Fury Gold Mines Limited",1.06,,200491897,,,
"LGO","Largo Inc.",2.32,,193286160,,-21.59,
"GDC","Genesis Land Development Corp.",3.4,5.88,192612866,,46.05,
"TINY","Tiny Ltd. Class A",6.54,,192369849,,37.45,
"BNE","Bonterra Energy Corp.",5.29,,190958843,,-17.74,
"Y","Yellow Pages Limited New",13.65,11.09,187805709,7.326007326007326,-0.79,-2.5
"KEI","Kolibri Global Energy Inc.",5.17,8.09,182898227,,15.97,
"SPPP.U","Sprott Physical Platinum and Palladium Trust Units",17.45,,182250491,,,
"RUA","Rua Gold Inc.",1.58,,181581483,,,
"COP.UN","Sprott Physical Copper Trust Units",16.68,,181300508,,,
"BAMI","Blue Ant Media Corporation Subordinate Voting Shares",6.49,,180081567,,-13.34,
"RM","Roxmore Resources Inc.",3.27,,176452660,,,
"DRT","DIRTT Environmental Solutions Ltd.",0.93,,176368830,,-1.14,
"DBO","D-Box Technologies Inc. Class A",0.79,10.14,175957943,,18.88,
"GDV","Global Dividend Growth Split Corp. Class A Shares",13.3,31.81,175705848,9.022556390977444,,
"GEO","Geodrill Limited",3.67,13.92,173088834,,8.38,89.63
"TWM","Tidewater Midstream and Infrastructure Ltd.",7.96,,171906007,,-20.3,
"GURU","GURU Organic Energy Corp.",5.63,,169487851,,-1.9,
"ESM","Euro Sun Mining Inc.",0.395,,167050270,,,
"CXI","Currency Exchange International, Corp.",27.98,12.94,166736178,,24.43,
"BOS","AirBoss of America Corp.",6.1,,165610266,2.2950819672131146,-13.34,
"XLY","Auxly Cannabis Group Inc.",0.12,4.17,161585460,,13.78,
"CWEB","Charlotte's Web Holdings, Inc.",0.99,,156429446,,-14.97,
"HBP","Helix BioPharma Corp. Common",1.97,,150464853,,,
"WEF","Western Forest Products Inc.",14.04,,148236889,,-12.13,
"PBY.UN","Canso Credit Income Fund Class A units",16.26,20.16,148227542,3.074538745387454,,
"XTRA","Xtract One Technologies Inc.",0.57,,147528020,,71.23,
"XTG","Xtra-Gold Resources Corp.",3.15,24.96,146084769,,,-41.93
"FLNT","FLINT Corp.",1.32,0.56,145201635,,11.69,
"HLS","HLS Therapeutics Inc.",4.5,,140731565,,-3.15,
"ELR","Eastern Platinum Limited",0.69,,140409084,,-0.45,
"FAP","abrdn Asia-Pacific Income Fund VCC",2.76,8.8,140055140,7.608695652173913,,
"GMX","Globex Mining Enterprises Inc.",2.48,28.44,139456441,,-53.12,
"CRDL","Cardiol Therapeutics Inc. Class A",1.38,,137996754,,,
"BGI.UN","Brookfield Global Infrastructure Securities Income Fund Units",7.62,18.29,134533333,7.874015748031496,,
"COP.U","Sprott Physical Copper Trust Units",12.2,,132605887,,,
"ALYA","Alithya Group inc. Class A subordinate voting shares",1.33,,132595234,,-1.17,
"EVT","Economic Investment Trust Limited",24.25,28.2,132439629,0.4948453608247423,,
"SRV.UN","SIR Royalty Income Fund Transferable Units",15.74,18.15,131831425,8.005082592121981,,
"ATCU","Alta Copper Corp.",1.38,,130012734,,,
"CDR","Condor Energies Inc.",1.88,,128529552,,209.99,
"WM","Wallbridge Mining Company Limited",0.105,,128108597,,,
"HMM.A","Hammond Manufacturing Company Limited Class A Subordinate Voting Shares",11.3,6.45,128077590,0.5309734513274337,14.64,43.23
"LUC","Lucara Diamond Corp.",0.28,1.64,127631928,,-3.95,
"THNC","Thinkific Labs Inc.",1.87,233.25,126973873,,14.17,
"CCM","Canagold Resources Ltd.",0.65,,126077704,,,
"ROOT","Roots Corporation",3.14,,123131222,,-1.07,
"TNT.UN","True North Commercial Real Estate Investment Trust Units",8.55,,123102207,8.070175438596491,-5.42,-24.24
"IVQ","Invesque Inc.",0.13,,118829671,,-19.31,
"YGR","Yangarra Resources Ltd.",1.1,6.11,111403600,,-10.74,38.78
"KPT","KP Tissue Inc.",11.11,12.76,111348164,6.480648064806481,,
"QTRH","Quarterhill Inc.",0.95,,111233477,,-20.16,
"TRZ","Transat A.T. Inc. Voting and Variable Voting Shares",2.67,,107815243,,47.05,
"QEC","Questerre Energy Corporation Class A voting",0.25,,107128959,,-1.99,
"STCK.WT.A","Stack Capital Group Inc. purchase warrants",7.99,5.1,105758964,,-72.8,
"FSY","Forsys Metals Corp.",0.425,,104008323,,,
"GDL","Goodfellow Inc.",12.43,16.21,103553758,2.4135156878519712,-4.89,97.87
"NANO","Nano One Materials Corp.",0.91,,102974486,,,
"TTNM","Titanium Transportation Group Inc.",2.2,,102652312,,-1.98,114.46
"MID.UN","MINT Income Fund Trust Units",7.9,15.63,101603962,6.075949367088608,,
"IMP","Intermap Technologies Corporation",1.41,,100605846,,27.12,
"PNC.B","Postmedia Network Canada Corp. Class NC Variable Voting Shares",0.95,,99043201,,-11.17,
"PNC.A","Postmedia Network Canada Corp. Class C Voting Shares",1,,99043201,,-11.17,
"IS","Infrastructure Dividend Split Corp. Class A Shares",18.74,21.59,97677471,9.6051227321238,,
"SLR","Solitario Resources Corp.",1.07,,96600395,,,
"JFS.UN","JFT Strategies Fund Class A Units",27.56,15.58,95994622,,,
"AKT.B","Akita Drilling Ltd. Class B",2.58,4.49,95556078,,8.1,
"AKT.A","Akita Drilling Ltd. Class A Non-Voting Shares",2.41,4.49,95556078,,8.1,
"AIAI:CNX","NetraMark Holdings Inc.",1.02,,95481047,,69.18,
"AIAI","NetraMark Holdings Inc.",1.04,,95481047,,69.18,
"PNP","Pinetree Capital Ltd.",10,3.23,93870000,,,
"E","Enterprise Group, Inc.",1.21,25.74,93855994,,12.3,
"MDP","Medexus Pharmaceuticals Inc.",2.88,,93025094,,-0.1,
"S","Sherritt International Corporation",0.185,,91813406,,-0.28,
"OGD","Orbit Garant Drilling Inc.",2.41,18.75,91424287,,-2.01,
"AMC","Arizona Metals Corp.",0.66,,90886060,,,
"SXP","Supremex Inc.",3.7,,90069633,5.405405405405405,-35.64,62.44
"PYR","PyroGenesis Inc.",0.445,,87934521,,-16.24,
"SYZ","Sylogist Ltd.",3.75,,87673789,1.0666666666666667,5.6,27.46
"IVQ.U","Invesque Inc.",0.095,,86883478,,-19.31,
"SIH.UN","Sustainable Innovation & Health Dividend Fund trust units",14.33,37.25,85505190,2.7910676901605025,,
"WRG","Western Energy Services Corp.",2.52,,85284415,,2.78,
"LFE","Canadian Life Companies Split Corp. Class A Shares",7.28,8.93,83845837,16.483516483516482,,
"DII.A","Dorel Industries Inc. Class A Multiple Voting Shares",2.55,,83300600,,-9.4,
"DII.B","Dorel Industries Inc. Class B Subordinate Voting Shares",1.76,,83300600,,-9.4,
"SAM","Starcore International Mines Ltd.",1.24,43.75,82910761,,15.61,
"DCM","Data Communications Management Corp.",1.48,7.89,81857247,6.756756756756757,20.61,
"COPR","Coppernico Metals Inc.",0.46,,81560230,,,
"MCB","McCoy Global Inc.",3.04,12.69,81483792,3.289473684210526,24.14,
"LCS","Brompton Lifeco Split Corp. Class A Shares",8.85,9.1,79804123,10.169491525423728,,
"RBN.UN","Blue Ribbon Income Fund Trust Units",8.72,18.04,79284106,5.504587155963303,,
"BCHT","Birchtech Corp.",3.26,,77208556,,0.77,
"RTG","RTG Mining Inc.",0.04,,76468216,,,
"MDNA","Medicenna Therapeutics Corp.",0.9,,75078181,,,
"NPK","Verde Agritech Ltd.",1.36,,71630825,,-39.55,
"TSL","Tree Island Steel Ltd.",2.66,,68937510,2.255639097744361,-19.03,
"FT","Fortune Minerals Limited",0.115,,67269461,,,
"DS","Dividend Select 15 Corp. Equity Shares",7.69,16.76,65212284,9.5703511053316,,
"CEMX","CEMATRIX Corporation",0.41,19.75,61583059,,15.79,
"GFP","GreenFirst Forest Products Inc.",2.65,,61246620,,-16.58,
"NEXT","NextSource Materials Inc",0.33,,61242411,,,
"FORA","VerticalScope Holdings Inc. Subordinate Voting Shares",2.75,,59179241,,0.68,
"IFA","iFabric Corp.",1.95,39,59083961,,9.41,
"BRAG","Bragg Gaming Group Inc.",2.31,,58788294,,11.18,
"AVL","Avalon Advanced Materials Inc.",0.07,,58440816,,-69.61,
"MMP.UN","Precious Metals and Mining Trust transferable, redeemable units",4.91,31.83,57069932,2.443991853360489,,
"ICE","Canlan Ice Sports Corp.",4.15,13.77,55195000,2.891566265060241,11.75,
"DYA","dynaCERT Inc.",0.105,,53370102,,18.13,
"TXP","Touchstone Exploration Inc.",0.16,,51957377,,5.5,
"PME","Sentry Select Primary Metals Corp. Class A Shares",6.31,32.44,50110543,2.8526148969889067,,
"PWI","Power & Infrastructure Split Corp. Class A Shares",13.02,14.94,48592801,9.216589861751151,,
"ILLM","illumin Holdings Inc.",0.94,,48541222,,8.47,
"WPRT","Westport Fuel Systems Inc.",2.77,,48062284,,-19.79,
"XTD","TDb Split Corp. Class A Shares",6.88,,47659549,8.720930232558139,,
"SVA","Sernova Biotherapeutics Inc.",0.14,,46599674,,,
"NVO","Novo Resources Corp.",0.125,,44328785,,-100,
"SLT.WT","Saltire Capital Ltd. warrants",1.66,,43775554,,,
"SLT","Saltire Capital Ltd.",5.75,,43775554,,,
"SWP","Swiss Water Decaffeinated Coffee Inc.",4.4,32.07,41996029,,12.92,-32.42
"SFD","NXT Energy Solutions Inc.",0.38,,41523465,,,
"GVC","Glacier Media Inc.",0.315,,41306453,,-7.81,
"BKI","Black Iron Inc.",0.13,,39809469,,,
"RS","Real Estate Split Corp. Class A shares",10.13,,39192767,15.399802566633761,,
"ORIO","Orion Digital Corp.",1.61,,38589366,,0.23,
"GRN","Greenlane Renewables Inc.",0.24,22.5,37920101,,-16.11,
"BCT","BriaCell Therapeutics Corp.",5.21,,37775037,,,
"BYL.DB","Baylin Technologies Inc. 8.5% Convertible Unsecured Debentures",85,,37398768,,-12.63,
"BYL","Baylin Technologies Inc.",0.245,,37398768,,-12.63,
"CFX","Canfor Pulp Products Inc.",0.57,,37183129,,-12.97,
"HOT.UN","American Hotel Income Properties REIT LP Limited Partnership Units",0.48,,36081946,,-10.44,
"TVA.B","TVA Group Inc. Class B Non-Voting Shares",0.83,,35860445,,-3.1,
"INO.UN","Inovalis Real Estate Investment Trust Units",1.06,,35259701,,-16.49,
"IGBT.UN","2028 Investment Grade Bond Trust Class F Units",10.71,,35065011,5.228758169934641,,
"TGO","TeraGo Inc.",0.88,,34317762,,-7,
"UNI","Unisync Corp.",1.8,,34222012,,2.49,
"SBR","Silver Bear Resources plc",0.05,,33916481,,-8.61,
"MBX","Microbix Biosystems Inc.",0.24,,33252808,,0.07,
"INC.UN","Income Financial Trust Trust Units",9.82,11.76,32887867,10.060692464358452,-100,
"MPCT.UN","Dream Impact Trust Units",1.72,,32709188,,5.39,
"YRB","Yorbeau Resources Inc. Class A",0.07,2.5,32311183,,-17.11,
"MSV","Minco Silver Corporation",0.52,3.64,32045043,,,
"SLT.U","Saltire Capital Ltd.",4.34,,32006927,,,
"SLT.WT.U","Saltire Capital Ltd. Warrants",1.2,,32006927,,,
"RVX","Resverlogix Corp.",0.11,,31607845,,,
"BU","Burcon Nutrascience Corporation",2.36,,29953771,,49.74,
"STCK.WT.B","Stack Capital Group Inc. purchase warrants",2.25,5.1,29781936,,-72.8,
"XTRA.WT","Xtract One Technologies Inc. Purchase Warrants",0.115,,29764425,,71.23,
"LABS","MediPharm Labs Corp.",0.07,,29452851,,27.89,
"LABS.WT.B","MediPharm Labs Corp. common share purchase warrants",0.005,,29452851,,27.89,
"WCM.A","Wilmington Capital Management Inc. Class A Non-voting Shares",2.3,,28740416,,705.14,
"WCM.B","Wilmington Capital Management Inc. Class B Shares",2.5,,28740416,,705.14,
"GRC","Gold Springs Resource Corp.",0.1,,28301349,,,
"NPS","Canadian Large Cap Leaders Split Corp. Class A shares",14.99,12.13,27740989,14.409606404269512,,
"CWL","Caldwell Partners International Inc. (The)",0.94,11.33,27665546,4.25531914893617,-7.53,
"BNK","Big Banc Split Corp. Class A Shares",17.72,11.79,27646815,8.126410835214447,,
"HOT.U","American Hotel Income Properties REIT LP Limited Partnership Unit",0.35,,26381668,,-10.44,
"AEG","Aegis Brands Inc.",0.3,10.07,25586150,,8.54,
"FOOD","Goodfood Market Corp.",0.255,,25204238,,-15.35,
"BEK.B","Becker Milk Company Ltd. (The) Non-Voting Part. Class B Special",13.27,10.8,23996937,6.028636021100226,12.74,57.41
"SFI","Solution Financial Inc.",0.28,,23717756,1.4285714285714286,-9.44,25.23
"PRM","Big Pharma Split Corp. Class A Shares",15.5,,23468008,7.981935483870968,,
"GEC","Global Education Communities Corp.",0.34,,23262984,,-12.08,
"DIAM","Star Diamond Corporation",0.03,,23050055,,,
"RAV.UN","Ravensource Fund Trust Units",17.02,,22059197,,,
"PGIC","Premium Global Income Split Corp. Class A Shares",6.75,18.87,21663160,14.222222222222221,,
"AVCN","Avicanna Inc.",0.18,,21205307,,83.79,
"BR","Big Rock Brewery Inc.",0.84,,20531809,,-1.5,
"PPR","Prairie Provident Resources Inc.",0.43,,20089170,,-33,
"MDS.UN","Healthcare Special Opportunities Fund Class A Units",11.75,28.42,19024860,2.0888510638297872,,
"EAGR","East Side Games Group Inc.",0.24,,18482947,,-20.38,
"WRX","Western Resources Corp.",0.04,,16356619,,,
"NUMI","Numinus Wellness Inc.",0.05,,16027580,,,
"MPVD","Mountain Province Diamonds Inc.",0.075,,15927026,,-24.59,
"ACD","Accord Financial Corp.",1.82,,15577222,,-6.91,
"ACD.DB","Accord Financial Corp. 12.0% Unsecured Subordinated Debentures",80,,15577222,,-6.91,
"ELEF","Silver Elephant Mining Corp.",0.26,,14596967,,,
"FDGE","Farmers Edge Inc.",0.345,,14497759,,-7.48,
"VRTS","Vertiqal Studios Corp.",0.015,,14335335,,30.58,
"SVB","Silver Bull Resources, Inc.",0.3,,14295586,,,
"PMB.UN","Picton Mahoney Tactical Income Fund",6.89,,14356616,,,
"KRN","Karnalyte Resources Inc.",0.23,,12255316,,,
"HWO","High Arctic Energy Services Inc.",0.84,,10665446,,,
"RPR.UN","Ravelin Properties REIT Trust Units",0.12,,10301715,,-1.88,
"RPR.DB.B","Ravelin Properties REIT 7.50% Convertible Unsecured Subordinated Debentures",20,,10301715,,-1.88,
"RPR.DB.A","Ravelin Properties REIT 5.50% Extendible Convertible Unsecured Subordinated Debentures",18,,10301715,,-1.88,
"PDV","Prime Dividend Corp. Class A Shares",11.52,11.51,9841006,10.182291666666666,,
"BNG","Bengal Energy Ltd.",0.02,,9706084,,-25.18,
"CTF.UN","Citadel Income Fund transferable, redeemable units",3.1,23.71,9690684,7.741935483870968,,
"AVNT","Avant Brands Inc.",0.85,,9519661,,37.04,
"KLS","Kelso Technologies Inc.",0.165,,9101414,,2.12,
"CTX","Crescita Therapeutics Inc.",0.47,,8748551,,-4.15,
"ADCO","Adcore Inc.",0.13,,7894517,,34.83,
"CSCI","COSCIENS Biopharma Inc.",2.44,,7766430,,43.98,
"YCM","Commerce Split Corp. Capital Shares",8.52,11.32,7638453,7.042253521126761,,
"CJR.B","Corus Entertainment Inc. Class B Non-Voting Shares",0.035,,6980406,,-10.99,
"ESP","Brompton Energy Split Corp. Class A Shares",8,16.75,6579312,15,,
"BRY","Bri-Chem Corp.",0.245,,6476080,,-6.36,
"EGLX","Enthusiast Gaming Holdings Inc.",0.04,,6366760,,-38.77,
"AUMN","Golden Minerals Company",0.4,,6021219,,-100,
"FMR","Future Mineral Resources Inc.",0.35,,5840657,,,
"ENI.UN","Energy Income Fund Trust Units",2.15,15.05,5571992,5.5813953488372094,21.79,-32.84
"APS","Aptose Biosciences Inc.",2.16,,5513247,,,
"HRR.UN","Australian REIT Income Fund",7.93,,5245979,,,
"CFF","Conifex Timber Inc.",0.12,,4892125,,-17.83,
"CNT","Century Global Commodities Corporation shares",0.04,,4728219,,9.11,
"SPAC.RT.U","Mercer Park Opportunities Corp. Rights",0.215,,4669128,,,
"AAB","Aberdeen International Inc.",0.025,,4017407,,67.01,
"TCBN","TD Global Carbon Credit Index ETF",43.65,,3928500,,,
"CRWN","Crown Capital Partners Inc.",0.57,,3407364,,2.16,
"CRWN.NT","Crown Capital Partners Inc. 12.00% secured subordinated debentures due December 31, 2026",17,,3407364,,2.16,
"CRWN.DB","Crown Capital Partners Inc. 5 year 6.00% convertible unsecured subordinated debentures",94.75,,3407364,,2.16,
"SPAC.WT.U","Mercer Park Opportunities Corp. Share Purchase Warrants",0.15,,3350344,,,
"BABY.WT.A","Else Nutrition Holdings Inc. 290257 12 0",0.005,,2992914,,18.6,
"BABY","Else Nutrition Holdings Inc.",0.08,,2992914,,18.6,
"MKZ.UN","Mackenzie Master Limited Partnership Partnership Units",0.47,5.94,2944320,15.106382978723405,,-7.65
"XMF.A","M Split Corp. Capital Share (2014)",1.01,,2298303,,175.7,
"APLI","Appili Therapeutics Inc. Class A",0.015,,1925492,,,
"TINY.WT","Tiny Ltd. Purchase Warrants",0.06,,1764861,,37.45,
"FTU","US Financial 15 Split Corp. Class A Shares",0.6,13.16,1140490,,,
"NHK.WT","Nighthawk Gold Corp. common share purchase warrants",0.005,,749347,,,
